producto_id,cantidad_total,D1_DEP,D2_DEP,pdv_1,pdv_2,pdv_3,pdv_4,pdv_5
DEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
